date_value,month_num,season,tmax,tmin,tavg,snowfall,snow_depth,precipitation,weather_type,wind_speed,humidity,pressure,visibility,cloud_cover,storm_flag,rain_flag,fog_flag,heat_index,dew_point,feels_like,wind_direction,day_name,city
2059-03-26,3,Spring,19.82,8.63,7.94,6.88,6.85,2.85,Cloudy,20.15,44,1002.36,2.23,9,0,0,0,10.66,4.81,20.9,SW,Wednesday,New York
2059-03-27,3,Spring,19.01,1.88,5.54,3.24,1.84,3.03,Sunny,6.38,47,990.81,8.24,7,0,0,0,16.58,7.14,2.96,W,Thursday,New York
2059-03-28,3,Spring,12.7,7.01,5.1,3.2,1.86,2.78,Fog,23.91,34,993.76,2.56,3,1,0,1,7.7,5.2,20.87,N,Friday,New York
2059-03-29,3,Spring,5.96,4.08,11.61,5.85,5.04,3.34,Cloudy,12.19,70,986.74,3.03,9,0,1,0,33.71,5.65,4.16,SE,Saturday,New York
2059-03-30,3,Spring,9.47,3.97,13.29,5.35,4.89,1.28,Snow,5.04,86,1012.82,4.65,1,1,0,1,29.54,5.05,22.12,SE,Sunday,New York
2059-03-31,3,Spring,15.58,4.95,9.26,6.53,5.23,2.5,Cloudy,2.03,77,987.18,8.68,3,1,0,1,17.66,9.91,0.01,NW,Monday,New York
2059-04-01,4,Spring,8.57,6.54,1.54,2.8,7.94,4.68,Cloudy,20.9,58,985.95,9.69,8,1,1,1,37.52,9.75,21.95,W,Tuesday,New York
2059-04-02,4,Spring,3.37,6.87,3.45,2.72,2.4,0.3,Rain,9.06,31,995.18,1.97,5,0,1,0,39.97,6.25,7.16,E,Wednesday,New York
2059-04-03,4,Spring,7.63,2.0,7.6,2.85,2.45,1.97,Sunny,8.68,84,1019.49,1.82,4,0,1,1,17.14,8.04,7.9,SW,Thursday,New York
2059-04-04,4,Spring,12.17,4.68,0.21,5.02,0.24,3.0,Fog,15.9,65,995.63,2.94,8,0,0,0,27.45,0.21,5.81,NE,Friday,New York
2059-04-05,4,Spring,13.99,1.92,13.89,4.35,8.73,4.06,Rain,2.05,55,1005.43,5.95,3,0,0,1,19.15,2.61,0.95,NW,Saturday,New York
2059-04-06,4,Spring,7.58,6.75,13.08,0.83,7.72,3.13,Fog,24.41,50,1009.51,2.97,2,1,0,0,21.31,1.76,15.58,N,Sunday,New York
2059-04-07,4,Spring,5.01,4.45,5.08,6.84,8.21,1.25,Cloudy,28.57,74,999.84,0.21,9,1,0,1,36.45,1.21,10.47,SW,Monday,New York
2059-04-08,4,Spring,7.93,0.32,7.79,4.25,7.52,2.37,Fog,9.61,38,983.25,5.25,9,1,1,0,0.53,9.06,13.94,W,Tuesday,New York
2059-04-09,4,Spring,3.77,5.18,13.49,0.34,4.59,2.25,Cloudy,5.12,97,1010.7,3.17,3,0,0,0,13.62,2.2,22.81,NW,Wednesday,New York
2059-04-10,4,Spring,18.39,8.74,4.29,1.55,0.2,2.82,Rain,3.05,40,1011.71,1.95,9,0,1,1,17.28,6.43,8.98,NE,Thursday,New York
2059-04-11,4,Spring,0.14,2.57,8.38,7.35,7.14,0.96,Snow,2.97,27,990.63,3.22,5,1,1,0,13.75,0.77,22.1,NW,Friday,New York
2059-04-12,4,Spring,9.71,4.0,8.44,3.93,0.99,4.13,Fog,3.11,86,986.64,5.85,7,0,0,0,35.41,4.9,24.84,E,Saturday,New York
2059-04-13,4,Spring,5.11,4.67,11.07,0.88,4.18,0.64,Snow,23.56,62,995.01,4.89,1,0,1,0,32.59,6.7,7.82,S,Sunday,New York
2059-04-14,4,Spring,7.84,3.5,13.67,3.46,6.7,1.75,Fog,21.77,70,985.44,1.93,9,0,1,1,7.89,3.92,3.06,W,Monday,New York
2059-04-15,4,Spring,17.78,9.84,3.1,4.84,9.49,0.1,Cloudy,13.99,34,997.62,6.66,9,0,0,0,27.16,4.77,3.51,S,Tuesday,New York
2059-04-16,4,Spring,2.39,0.24,8.28,7.59,8.94,3.66,Rain,27.35,77,1018.42,0.87,9,1,0,1,26.48,5.06,24.79,N,Wednesday,New York
2059-04-17,4,Spring,6.74,7.74,8.25,1.99,1.91,4.62,Fog,27.05,59,1017.02,3.93,1,0,1,1,1.08,8.86,2.2,W,Thursday,New York
2059-04-18,4,Spring,12.22,3.04,11.53,4.9,8.34,3.65,Cloudy,28.28,43,1008.25,0.0,5,0,0,0,11.64,9.69,18.16,E,Friday,New York
2059-04-19,4,Spring,10.73,6.24,6.58,5.55,4.23,3.77,Snow,23.51,72,1018.26,5.73,4,1,0,0,26.74,9.56,24.86,NW,Saturday,New York
2059-04-20,4,Spring,3.02,0.41,5.02,4.52,7.2,4.29,Snow,7.82,46,1016.26,5.61,6,1,0,1,24.53,7.75,23.9,SE,Sunday,New York
2059-04-21,4,Spring,3.83,3.46,12.12,4.06,7.03,1.9,Snow,6.18,60,1010.61,3.69,6,0,1,1,34.27,6.36,3.28,SW,Monday,New York
2059-04-22,4,Spring,3.89,5.35,11.72,3.51,1.78,1.61,Rain,21.64,51,1015.0,0.1,6,1,1,0,38.56,2.52,10.58,N,Tuesday,New York
2059-04-23,4,Spring,3.12,2.82,11.3,7.95,0.53,4.07,Fog,13.13,50,1000.85,4.96,2,0,0,1,17.54,4.08,22.01,S,Wednesday,New York
2059-04-24,4,Spring,16.26,4.31,4.21,3.9,3.03,2.54,Sunny,9.95,29,995.81,3.16,4,1,0,0,11.27,5.62,2.69,NW,Thursday,New York
2059-04-25,4,Spring,1.69,9.56,7.9,3.07,0.11,0.96,Cloudy,29.98,39,993.61,9.69,2,0,1,1,20.89,8.38,1.51,E,Friday,New York
2059-04-26,4,Spring,6.93,8.48,13.16,4.05,9.46,0.23,Fog,28.91,96,992.58,9.51,2,0,1,0,19.96,2.9,20.7,E,Saturday,New York
2059-04-27,4,Spring,19.53,0.95,13.91,2.67,9.82,4.68,Cloudy,22.75,62,981.38,8.25,0,0,0,1,38.42,7.59,12.88,N,Sunday,New York
2059-04-28,4,Spring,7.18,0.57,11.15,4.4,5.96,4.22,Rain,28.94,64,989.44,9.31,3,0,0,0,26.55,9.66,23.27,N,Monday,New York
2059-04-29,4,Spring,18.05,8.9,1.9,5.26,2.9,2.55,Cloudy,18.09,27,1010.77,4.57,1,1,1,0,9.07,9.63,26.68,N,Tuesday,New York
2059-04-30,4,Spring,7.56,8.54,3.13,4.43,0.78,0.44,Sunny,13.1,61,990.5,7.91,0,1,1,1,1.75,6.58,6.43,NW,Wednesday,New York
2059-05-01,5,Spring,17.86,6.32,12.76,1.39,6.65,2.04,Cloudy,12.89,54,1007.91,5.28,2,1,1,0,23.06,0.39,10.54,S,Thursday,New York
2059-05-02,5,Spring,4.76,7.69,4.4,2.12,2.66,3.7,Fog,26.49,30,998.9,6.32,5,0,0,1,25.44,7.16,22.67,NW,Friday,New York
2059-05-03,5,Spring,1.46,8.28,14.97,6.22,0.15,4.2,Snow,25.96,41,981.9,9.43,4,1,1,0,16.93,0.5,28.45,SE,Saturday,New York
2059-05-04,5,Spring,8.79,6.52,10.35,0.85,2.03,0.7,Sunny,29.48,85,980.1,6.46,1,0,1,1,39.64,7.95,5.79,NE,Sunday,New York
2059-05-05,5,Spring,13.04,6.68,8.7,0.57,2.23,1.31,Rain,6.82,79,994.09,5.91,0,0,1,1,8.82,1.01,27.0,E,Monday,New York
2059-05-06,5,Spring,8.67,2.87,0.27,4.01,9.39,4.69,Rain,26.28,88,991.62,0.87,2,0,1,0,37.57,5.87,17.69,W,Tuesday,New York
2059-05-07,5,Spring,2.37,6.76,4.46,5.44,7.97,0.44,Cloudy,10.06,56,1014.49,0.52,5,1,1,1,25.24,6.53,29.14,W,Wednesday,New York
2059-05-08,5,Spring,10.85,0.67,9.66,1.19,6.15,2.38,Sunny,20.48,20,1005.59,3.21,4,0,1,0,22.94,9.27,1.88,NE,Thursday,New York
2059-05-09,5,Spring,4.96,6.42,14.82,4.71,1.7,3.98,Sunny,11.57,23,992.59,8.25,7,1,0,0,22.15,0.4,15.57,N,Friday,New York
2059-05-10,5,Spring,14.66,0.86,14.27,6.16,7.84,3.28,Cloudy,6.48,69,984.87,1.29,9,1,1,0,1.37,5.13,2.37,NW,Saturday,New York
2059-05-11,5,Spring,7.48,8.72,0.54,4.68,8.99,3.1,Snow,14.88,28,1014.29,5.04,7,0,0,0,30.45,9.26,26.38,NE,Sunday,New York
2059-05-12,5,Spring,13.04,1.86,11.01,3.73,2.8,2.89,Sunny,15.85,26,985.4,4.59,9,1,1,1,11.81,3.82,15.16,NW,Monday,New York
2059-05-13,5,Spring,14.84,1.9,13.57,0.98,7.28,2.67,Fog,24.1,99,997.8,0.88,0,1,1,0,17.33,5.73,23.88,S,Tuesday,New York
2059-05-14,5,Spring,6.66,3.76,0.44,7.15,9.55,4.22,Rain,11.6,83,1011.71,8.6,5,1,1,1,13.04,1.61,23.99,E,Wednesday,New York
2059-05-15,5,Spring,3.95,2.37,7.07,0.12,8.86,3.99,Snow,19.46,71,1004.53,5.69,9,0,0,1,21.34,9.8,5.66,N,Thursday,New York
2059-05-16,5,Spring,17.5,1.16,9.38,1.26,2.62,1.37,Cloudy,4.38,95,993.07,6.91,3,0,0,0,32.96,3.82,26.58,SE,Friday,New York
2059-05-17,5,Spring,14.86,1.61,1.99,3.46,5.75,1.47,Snow,14.82,40,1001.03,7.63,2,1,1,0,18.77,6.63,14.76,N,Saturday,New York
2059-05-18,5,Spring,11.4,8.5,6.91,6.8,6.66,1.52,Rain,8.81,62,991.0,0.9,6,0,0,0,35.91,6.82,18.81,N,Sunday,New York
2059-05-19,5,Spring,7.35,7.21,1.16,6.38,5.71,3.06,Fog,13.36,66,990.17,5.17,2,1,0,1,19.32,7.77,16.25,NW,Monday,New York
2059-05-20,5,Spring,2.45,6.72,9.43,6.18,2.31,0.84,Cloudy,9.87,87,980.23,1.17,9,1,0,1,7.68,0.52,21.43,SE,Tuesday,New York
2059-05-21,5,Spring,18.69,2.43,9.54,1.98,2.13,1.11,Snow,13.9,75,1007.77,7.06,0,0,1,0,18.09,4.53,0.45,W,Wednesday,New York
2059-05-22,5,Spring,2.1,8.21,10.28,6.09,5.07,4.32,Sunny,29.33,47,1002.58,2.89,2,0,0,1,7.11,7.23,27.14,W,Thursday,New York
2059-05-23,5,Spring,11.65,7.72,10.32,3.39,5.67,2.48,Rain,5.28,35,1000.77,1.79,6,1,0,0,22.33,0.41,24.62,SE,Friday,New York
2059-05-24,5,Spring,11.41,6.3,6.91,6.25,9.87,4.93,Fog,10.27,72,1011.39,8.2,1,1,1,1,27.69,4.21,6.78,S,Saturday,New York
2059-05-25,5,Spring,17.9,1.14,1.2,0.95,1.51,4.29,Rain,24.99,55,1012.98,5.98,1,1,0,1,17.31,7.05,18.83,NE,Sunday,New York
2059-05-26,5,Spring,6.02,6.7,3.92,2.09,6.46,0.04,Cloudy,9.81,62,1000.12,5.57,3,0,1,0,30.02,2.44,0.72,SE,Monday,New York
2059-05-27,5,Spring,0.13,0.31,1.9,5.39,7.98,3.91,Fog,14.17,72,998.6,4.84,8,0,1,0,25.2,3.71,7.18,W,Tuesday,New York
2059-05-28,5,Spring,9.29,5.76,9.57,7.72,8.82,1.85,Cloudy,5.31,66,983.1,6.54,1,0,0,0,9.92,7.74,25.22,N,Wednesday,New York
2059-05-29,5,Spring,13.59,2.94,11.24,4.58,3.72,1.91,Sunny,26.82,51,1000.17,4.23,0,0,0,1,9.27,0.18,26.4,E,Thursday,New York
2059-05-30,5,Spring,19.79,9.25,14.5,7.17,7.41,3.38,Snow,3.76,34,983.07,5.73,6,0,1,1,17.65,3.34,3.16,NE,Friday,New York
2059-05-31,5,Spring,18.2,5.45,14.71,7.0,0.16,3.85,Fog,25.03,32,993.46,6.36,1,0,0,1,24.38,7.51,11.12,SE,Saturday,New York
2059-06-01,6,Summer,9.47,0.05,11.8,3.98,0.19,1.41,Cloudy,23.17,83,1017.82,7.56,4,1,1,0,2.75,9.61,6.56,NW,Sunday,New York
2059-06-02,6,Summer,1.18,9.07,11.07,5.41,7.54,4.69,Fog,6.13,64,1017.17,2.76,6,1,1,1,6.47,1.17,2.56,SE,Monday,New York
2059-06-03,6,Summer,7.86,7.09,11.69,0.88,6.43,1.26,Sunny,26.93,74,994.53,6.93,5,0,1,0,1.71,2.3,10.49,SW,Tuesday,New York
2059-06-04,6,Summer,17.99,2.5,0.63,2.28,9.59,4.09,Fog,23.26,21,1000.63,7.39,8,1,0,1,7.72,7.73,14.08,SE,Wednesday,New York
2059-06-05,6,Summer,18.89,8.32,1.39,4.29,7.84,4.94,Rain,24.19,21,999.43,0.82,1,0,0,1,11.99,5.08,10.82,W,Thursday,New York
2059-06-06,6,Summer,2.62,3.43,7.06,2.52,4.4,0.63,Cloudy,14.69,22,992.11,5.75,1,0,0,1,27.63,0.86,13.43,W,Friday,New York
2059-06-07,6,Summer,8.85,7.07,11.06,1.65,2.4,4.96,Rain,8.58,69,1017.01,0.13,6,0,1,1,2.17,4.61,23.68,N,Saturday,New York
2059-06-08,6,Summer,15.88,3.41,1.91,4.83,7.33,1.02,Rain,16.59,90,987.15,3.66,5,0,0,1,2.35,2.97,24.09,SW,Sunday,New York
2059-06-09,6,Summer,8.43,7.21,14.54,2.56,6.97,1.22,Rain,21.44,71,991.87,9.2,5,1,0,1,28.77,6.61,2.51,W,Monday,New York
2059-06-10,6,Summer,9.32,9.99,8.19,5.62,5.69,0.88,Fog,14.12,69,1008.17,6.36,7,0,0,1,33.81,2.33,23.2,NE,Tuesday,New York
2059-06-11,6,Summer,2.72,2.82,0.02,1.65,1.53,3.23,Snow,10.15,34,1007.36,8.72,9,1,0,0,22.45,8.05,7.55,SW,Wednesday,New York
2059-06-12,6,Summer,6.5,2.93,9.28,0.77,1.92,4.25,Fog,5.43,96,1018.49,6.01,1,1,0,0,15.56,3.06,24.36,S,Thursday,New York
2059-06-13,6,Summer,19.4,3.36,0.13,2.92,7.96,0.87,Snow,21.78,74,991.12,7.88,1,0,0,1,28.93,1.21,8.56,W,Friday,New York
2059-06-14,6,Summer,6.8,5.39,10.91,2.1,7.23,4.32,Snow,5.88,23,989.09,3.7,3,1,1,1,16.61,9.98,26.89,S,Saturday,New York
2059-06-15,6,Summer,16.95,0.16,14.6,3.44,5.74,2.67,Sunny,4.21,62,1019.32,5.6,0,0,1,0,39.54,2.71,20.14,SE,Sunday,New York
2059-06-16,6,Summer,16.76,0.14,9.34,4.68,2.46,2.72,Snow,3.63,22,985.57,8.73,8,0,1,1,11.72,4.25,29.87,NE,Monday,New York
2059-06-17,6,Summer,7.36,9.65,0.77,7.59,3.18,0.46,Sunny,28.28,92,1007.39,9.74,0,1,1,1,14.28,4.84,27.94,NE,Tuesday,New York
2059-06-18,6,Summer,11.14,1.06,6.15,4.54,6.55,0.98,Cloudy,6.88,73,1016.27,3.93,8,0,1,1,30.65,2.56,2.84,E,Wednesday,New York
2059-06-19,6,Summer,4.91,7.63,8.31,5.38,3.73,1.46,Rain,4.74,38,980.58,3.79,7,0,1,0,33.38,4.61,14.78,NE,Thursday,New York
2059-06-20,6,Summer,5.02,6.92,2.58,3.64,0.99,3.71,Rain,29.18,76,986.94,2.99,6,0,0,0,12.52,7.64,21.31,SW,Friday,New York
2059-06-21,6,Summer,10.69,7.84,3.33,3.27,4.0,2.08,Cloudy,3.62,57,1016.94,5.14,1,0,0,0,28.46,2.25,8.39,E,Saturday,New York
2059-06-22,6,Summer,16.54,9.15,5.87,0.8,7.78,0.38,Rain,7.12,94,1015.81,1.71,9,1,0,0,30.09,5.75,1.04,SW,Sunday,New York
2059-06-23,6,Summer,8.88,1.01,11.32,7.92,9.06,2.34,Fog,6.18,33,984.36,4.4,1,1,0,1,37.56,2.78,9.47,SE,Monday,New York
2059-06-24,6,Summer,4.74,7.37,4.89,1.46,1.71,0.58,Snow,28.76,30,981.77,0.74,4,1,0,0,2.94,0.06,25.72,E,Tuesday,New York
2059-06-25,6,Summer,12.91,4.94,7.69,2.56,3.49,1.26,Fog,23.95,29,1003.96,7.12,1,0,1,1,29.32,7.54,14.64,W,Wednesday,New York
2059-06-26,6,Summer,13.48,2.06,9.79,2.16,7.41,3.5,Rain,5.35,96,999.08,8.87,9,1,1,1,26.9,6.3,29.73,W,Thursday,New York
2059-06-27,6,Summer,3.18,9.31,14.23,0.93,5.41,2.09,Rain,8.92,80,987.88,7.67,4,0,1,1,19.12,9.93,20.27,SW,Friday,New York
2059-06-28,6,Summer,17.12,7.47,7.31,7.01,6.45,1.36,Cloudy,4.59,79,997.95,1.99,0,0,0,1,12.3,8.2,9.61,NE,Saturday,New York
2059-06-29,6,Summer,14.15,7.23,11.61,0.49,8.27,2.0,Fog,13.96,97,1000.68,9.69,7,0,0,0,31.06,5.38,17.55,NW,Sunday,New York
2059-06-30,6,Summer,2.12,1.42,12.14,2.9,9.64,0.15,Rain,16.16,42,1008.54,7.09,4,0,1,1,36.6,9.67,12.51,W,Monday,New York
2059-07-01,7,Summer,18.81,1.36,14.54,7.82,3.32,1.36,Cloudy,5.23,80,1010.98,7.44,4,0,0,1,2.47,4.42,11.65,W,Tuesday,New York
2059-07-02,7,Summer,0.8,7.11,10.63,5.94,9.29,1.76,Rain,17.13,33,1008.1,6.25,7,0,1,1,38.42,1.6,15.56,N,Wednesday,New York
2059-07-03,7,Summer,0.38,6.88,13.94,6.52,9.51,2.39,Cloudy,6.06,31,995.38,6.41,4,1,0,0,21.43,2.76,10.44,S,Thursday,New York
2059-07-04,7,Summer,6.26,1.49,11.22,2.41,2.14,1.64,Rain,14.56,33,994.16,4.87,4,1,0,0,10.41,6.29,5.47,E,Friday,New York
2059-07-05,7,Summer,11.81,8.37,10.76,3.33,1.03,3.69,Sunny,4.39,72,1002.52,9.2,1,0,1,0,38.04,9.99,28.47,SW,Saturday,New York
2059-07-06,7,Summer,7.05,1.35,3.05,7.11,6.72,4.99,Rain,24.45,22,985.61,3.04,9,0,0,1,6.67,9.19,10.83,W,Sunday,New York
2059-07-07,7,Summer,7.06,1.14,9.22,5.56,2.39,4.53,Sunny,10.62,97,1016.24,2.18,7,0,0,0,2.75,8.02,0.11,N,Monday,New York
2059-07-08,7,Summer,10.03,3.09,6.71,6.85,8.77,4.66,Rain,1.01,26,1014.02,2.74,2,1,0,1,16.53,6.74,13.32,NE,Tuesday,New York
2059-07-09,7,Summer,1.3,2.93,3.14,0.9,9.79,3.96,Cloudy,15.8,56,1007.74,1.72,5,0,0,1,28.21,4.33,10.01,S,Wednesday,New York
2059-07-10,7,Summer,0.81,1.66,1.83,1.03,1.57,2.69,Cloudy,24.76,77,1003.43,1.8,7,1,0,0,27.73,5.54,6.92,N,Thursday,New York
2059-07-11,7,Summer,8.52,6.64,1.48,4.07,9.7,0.84,Fog,3.25,82,1009.75,4.32,4,1,0,0,35.47,9.81,22.96,E,Friday,New York
2059-07-12,7,Summer,13.68,9.24,4.2,4.28,0.24,0.67,Sunny,8.95,60,982.58,5.55,4,0,1,1,13.0,9.23,3.07,E,Saturday,New York
2059-07-13,7,Summer,4.45,6.61,7.92,7.55,1.24,2.15,Rain,16.76,59,1011.83,4.66,2,1,1,1,14.87,5.61,3.25,E,Sunday,New York
2059-07-14,7,Summer,7.91,5.93,8.92,4.68,3.34,4.34,Rain,18.52,51,1010.09,2.47,2,1,0,1,20.04,5.23,10.66,NE,Monday,New York
2059-07-15,7,Summer,1.43,2.7,2.48,0.26,0.34,4.74,Sunny,26.16,61,989.26,6.17,2,1,0,1,21.42,7.83,21.21,W,Tuesday,New York
2059-07-16,7,Summer,18.9,5.63,5.46,0.49,8.19,2.85,Fog,25.8,61,990.82,9.62,2,0,1,0,13.27,4.85,8.79,S,Wednesday,New York
2059-07-17,7,Summer,13.94,4.31,9.82,6.52,7.32,2.65,Cloudy,14.45,49,1008.19,6.81,8,1,0,0,3.43,9.27,26.62,SW,Thursday,New York
2059-07-18,7,Summer,5.21,4.22,3.91,7.12,9.77,0.59,Snow,23.62,27,992.94,5.57,1,0,0,0,7.97,3.02,26.62,SW,Friday,New York
2059-07-19,7,Summer,5.86,3.84,0.95,6.2,8.14,2.11,Fog,11.95,24,1005.53,9.25,4,0,0,0,9.19,8.03,16.56,N,Saturday,New York
2059-07-20,7,Summer,7.35,0.35,8.48,1.38,4.54,3.45,Rain,24.06,40,983.6,8.95,4,1,1,0,1.89,1.74,27.0,N,Sunday,New York
2059-07-21,7,Summer,15.07,6.73,2.46,6.54,3.19,2.47,Fog,16.59,88,992.54,8.64,5,1,0,0,8.66,0.34,26.16,E,Monday,New York
2059-07-22,7,Summer,6.31,5.87,10.37,6.78,3.34,3.37,Snow,14.12,98,1005.48,2.8,9,0,1,0,10.78,6.77,21.83,SW,Tuesday,New York
2059-07-23,7,Summer,7.22,2.75,1.94,4.1,5.56,2.91,Sunny,17.93,88,1019.01,4.59,4,1,1,0,28.12,2.78,27.05,S,Wednesday,New York
2059-07-24,7,Summer,8.06,0.27,6.17,4.7,7.53,1.37,Snow,9.02,63,994.03,8.59,4,1,0,1,32.43,1.2,7.11,SE,Thursday,New York
2059-07-25,7,Summer,5.65,7.26,0.75,3.96,4.73,0.46,Snow,4.9,92,986.85,8.72,3,0,1,1,14.57,6.56,1.26,S,Friday,New York
2059-07-26,7,Summer,14.58,1.72,6.3,1.32,0.8,0.76,Fog,16.91,34,997.97,9.55,0,0,1,0,29.1,1.24,27.03,S,Saturday,New York
2059-07-27,7,Summer,10.04,0.31,14.99,3.93,1.94,1.96,Rain,3.22,78,1008.68,6.87,5,1,0,0,15.13,8.64,1.13,NW,Sunday,New York
2059-07-28,7,Summer,11.73,3.18,2.37,7.15,7.8,4.58,Cloudy,5.07,33,1014.18,1.86,3,1,0,1,14.05,9.65,18.69,N,Monday,New York
2059-07-29,7,Summer,4.54,9.43,1.79,2.44,3.47,1.64,Sunny,5.67,32,995.76,3.84,2,1,0,0,37.22,6.02,3.95,E,Tuesday,New York
2059-07-30,7,Summer,0.02,1.93,14.07,2.1,7.75,4.48,Snow,18.21,38,1012.03,7.35,9,0,1,1,2.76,3.71,13.44,W,Wednesday,New York
2059-07-31,7,Summer,17.71,9.69,14.55,7.07,1.09,2.82,Rain,27.58,74,1004.13,5.8,1,1,0,0,14.7,2.57,5.77,SE,Thursday,New York
2059-08-01,8,Summer,11.99,4.07,14.85,1.56,3.82,2.71,Fog,27.33,42,983.18,9.48,9,1,0,1,3.42,6.16,5.11,W,Friday,New York
2059-08-02,8,Summer,11.38,3.29,8.34,1.44,6.02,2.63,Cloudy,20.36,45,1018.64,7.26,6,0,0,1,24.85,3.63,19.59,S,Saturday,New York
2059-08-03,8,Summer,1.62,8.92,10.03,7.57,6.46,3.33,Fog,8.96,91,981.3,1.16,9,0,0,0,26.72,9.6,11.94,W,Sunday,New York
2059-08-04,8,Summer,13.04,9.5,9.29,2.41,4.36,2.89,Sunny,1.84,68,997.46,4.0,0,0,1,0,1.02,6.62,14.35,SE,Monday,New York
2059-08-05,8,Summer,5.03,7.03,13.62,4.32,7.96,3.49,Cloudy,9.31,43,994.0,3.35,7,1,0,0,18.91,7.03,19.38,S,Tuesday,New York
2059-08-06,8,Summer,6.99,5.77,5.99,0.12,6.22,4.32,Fog,23.84,81,1013.44,8.6,2,0,1,0,10.22,0.26,3.7,W,Wednesday,New York
2059-08-07,8,Summer,5.99,2.95,2.64,2.21,2.02,1.49,Cloudy,25.14,43,994.21,2.4,8,0,0,1,25.58,2.66,19.58,SE,Thursday,New York
2059-08-08,8,Summer,17.76,6.51,9.29,1.26,3.17,1.39,Rain,6.91,54,989.82,0.02,7,0,0,1,19.6,9.66,3.27,S,Friday,New York
2059-08-09,8,Summer,16.38,0.1,6.44,4.86,5.57,3.39,Snow,19.78,35,1013.94,3.94,2,1,0,0,36.19,8.11,22.52,S,Saturday,New York
2059-08-10,8,Summer,2.08,0.76,2.3,7.1,3.91,4.94,Fog,13.33,24,1007.16,3.59,5,0,1,0,21.22,3.99,0.64,W,Sunday,New York
2059-08-11,8,Summer,9.02,8.7,9.68,5.02,3.64,1.33,Snow,25.24,28,988.45,8.71,1,0,1,0,2.26,0.36,22.44,SW,Monday,New York
2059-08-12,8,Summer,15.68,8.62,5.34,4.5,3.21,1.91,Snow,3.03,92,1001.56,6.36,4,1,0,1,15.31,1.42,29.85,S,Tuesday,New York
2059-08-13,8,Summer,2.34,7.71,2.64,1.43,6.72,0.24,Rain,24.66,74,987.16,1.7,2,1,0,0,11.92,6.33,0.46,S,Wednesday,New York
2059-08-14,8,Summer,20.0,0.68,1.11,4.17,4.66,4.61,Fog,19.8,41,1015.51,5.39,9,0,1,0,10.11,5.53,12.03,W,Thursday,New York
2059-08-15,8,Summer,10.34,5.77,4.99,7.17,8.2,4.59,Rain,2.93,73,1008.55,9.89,2,0,1,1,30.85,6.51,12.11,SE,Friday,New York
2059-08-16,8,Summer,8.89,1.56,8.0,4.79,6.15,2.26,Snow,5.97,36,1003.96,6.04,2,1,0,0,37.16,6.34,17.8,W,Saturday,New York
2059-08-17,8,Summer,15.43,6.81,6.43,0.31,0.03,0.63,Snow,5.41,78,1004.18,5.68,4,1,0,0,21.91,9.53,0.23,N,Sunday,New York
2059-08-18,8,Summer,12.96,4.41,1.96,1.69,1.06,1.49,Sunny,25.47,88,984.64,3.26,8,0,0,1,29.29,6.04,10.58,NW,Monday,New York
2059-08-19,8,Summer,13.63,6.95,5.26,6.51,9.05,4.4,Rain,16.05,60,1005.26,0.69,7,1,1,0,38.07,7.74,23.49,SE,Tuesday,New York
2059-08-20,8,Summer,10.7,1.59,8.86,0.87,5.96,0.75,Snow,20.49,74,1006.0,0.24,6,1,0,1,30.41,6.73,0.04,N,Wednesday,New York
2059-08-21,8,Summer,3.13,9.1,4.32,0.44,7.8,1.35,Cloudy,7.85,41,1004.36,8.9,9,1,1,0,0.86,0.54,26.8,SW,Thursday,New York
2059-08-22,8,Summer,18.74,9.86,14.93,5.17,8.09,0.92,Snow,27.88,92,1005.17,5.47,9,0,1,1,35.58,8.47,3.28,N,Friday,New York
2059-08-23,8,Summer,14.85,2.11,2.92,3.65,7.15,3.84,Sunny,26.19,52,995.63,6.87,0,0,1,1,8.79,4.21,28.21,SW,Saturday,New York
2059-08-24,8,Summer,0.02,6.48,8.14,2.89,8.85,3.7,Snow,17.65,30,995.07,6.49,2,0,0,1,15.74,9.64,26.73,NE,Sunday,New York
2059-08-25,8,Summer,6.77,8.9,2.43,4.72,2.3,3.3,Rain,14.68,41,984.73,5.61,8,0,1,0,35.23,4.76,16.95,W,Monday,New York
2059-08-26,8,Summer,2.12,1.27,7.57,6.54,1.67,2.41,Cloudy,27.08,66,1012.93,1.3,6,1,1,1,22.63,4.46,6.22,SW,Tuesday,New York
2059-08-27,8,Summer,7.93,3.2,3.53,7.31,0.29,2.37,Snow,2.62,51,1003.38,3.55,3,0,0,0,4.76,8.37,20.24,N,Wednesday,New York
2059-08-28,8,Summer,15.82,3.56,8.8,3.52,0.08,1.45,Fog,20.19,54,1011.12,6.37,9,1,0,0,0.9,8.25,28.08,SE,Thursday,New York
2059-08-29,8,Summer,0.58,5.53,8.82,0.71,3.95,4.73,Sunny,12.73,30,1000.22,1.98,1,0,0,1,9.22,7.0,19.23,SW,Friday,New York
2059-08-30,8,Summer,11.78,0.42,14.75,0.0,7.94,3.74,Sunny,19.93,30,1000.35,3.81,3,0,0,1,25.49,4.68,25.2,E,Saturday,New York
2059-08-31,8,Summer,0.26,3.26,5.81,5.17,6.64,1.96,Sunny,24.13,95,1009.42,2.37,6,1,1,1,0.33,1.64,29.11,SW,Sunday,New York
2059-09-01,9,Autumn,5.47,1.21,8.22,1.51,7.39,2.9,Fog,16.1,91,982.31,3.0,3,1,1,1,2.57,5.21,10.15,SW,Monday,New York
